2026-02-28 21:44:39,28.408
2026-02-28 21:44:49,64.054
2026-02-28 21:44:59,22.136
2026-02-28 21:45:09,28.073
2026-02-28 21:45:19,39.615
2026-02-28 21:45:29,58.701
2026-02-28 21:45:39,26.524
2026-02-28 21:45:49,28.078
2026-02-28 21:45:59,23.022
2026-02-28 21:46:09,96.085
2026-02-28 21:46:20,21.794
2026-02-28 21:46:30,20.896
2026-02-28 21:46:40,20.859
2026-02-28 21:46:50,124.88
2026-02-28 21:47:00,19.021
2026-02-28 21:47:10,126.904
2026-02-28 21:47:20,113.483
2026-02-28 21:47:30,22.621
2026-02-28 21:47:40,20.895
2026-02-28 21:47:51,31.736
2026-02-28 21:48:01,84.796
2026-02-28 21:48:11,26.444
2026-02-28 21:48:21,37.585
2026-02-28 21:48:31,23.45
2026-02-28 21:48:41,72.521
2026-02-28 21:48:51,26.312
2026-02-28 21:49:01,33.366
2026-02-28 21:49:11,26.257
2026-02-28 21:49:21,78.617
2026-02-28 21:49:31,23.067
2026-02-28 21:49:42,26.894
2026-02-28 21:49:52,28.965
2026-02-28 21:50:02,99.992
2026-02-28 21:50:12,20.305
2026-02-28 21:50:22,30.941
2026-02-28 21:50:32,19.037
2026-02-28 21:50:42,90.283
2026-02-28 21:50:52,26.184
2026-02-28 21:51:02,20.586
2026-02-28 21:51:12,22.941
2026-02-28 21:51:22,85.024
2026-02-28 21:51:33,24.06
2026-02-28 21:51:43,25.088
2026-02-28 21:51:53,25.669
2026-02-28 21:52:03,94.737
2026-02-28 21:52:13,29.276
2026-02-28 21:52:23,20.582
2026-02-28 21:52:33,19.939
2026-02-28 21:52:43,101.817
2026-02-28 21:52:53,23.051
2026-02-28 21:53:03,21.79
2026-02-28 21:53:13,26.245
2026-02-28 21:53:24,22.835
2026-02-28 21:53:34,33.978
2026-02-28 21:53:44,33.444
2026-02-28 21:53:54,22.113
2026-02-28 21:54:04,21.417
2026-02-28 21:54:14,87.105
2026-02-28 21:54:24,24.509
2026-02-28 21:54:34,24.125
2026-02-28 21:54:44,31.387
2026-02-28 21:54:54,95.797
2026-02-28 21:55:04,22.466
2026-02-28 21:55:14,32.702
2026-02-28 21:55:25,44.909
2026-02-28 21:55:35,98.472
2026-02-28 21:55:45,24.528
2026-02-28 21:55:55,29.105
2026-02-28 21:56:05,25.346
2026-02-28 21:56:15,100.022
2026-02-28 21:56:25,22.22
2026-02-28 21:56:35,34.727
2026-02-28 21:56:45,20.242
2026-02-28 21:56:55,85.005
2026-02-28 21:57:06,29.26
2026-02-28 21:57:16,21.396
2026-02-28 21:57:26,31.972
2026-02-28 21:57:36,80.799
2026-02-28 21:57:46,33.119
2026-02-28 21:57:56,25.058
